id			userId			query			timestamp
75			7606207943			"слон"			"2025-04-15 21:34:32"
76			7606207943			"кот"			"2025-04-15 21:34:47"
77			7606207943			"ром"			"2025-04-15 21:34:59"
78			7606207943			"лоб"			"2025-04-15 21:35:36"
79			7606207943			"дес"			"2025-04-15 21:35:45"
80			7606207943			"стю"			"2025-04-15 21:37:02"
81			7606207943			"слон"			"2025-04-15 21:37:44"
82			7606207943			"кот"			"2025-04-15 21:38:40"
83			7606207943			"лот"			"2025-04-15 21:39:34"
84			7606207943			"слон"			"2025-04-15 21:40:12"
85			7606207943			"слон"			"2025-04-15 21:42:27"
86			7606207943			"авто"			"2025-04-15 21:44:05"
87			7606207943			"слон"			"2025-04-15 21:44:41"
88			7606207943			"кот"			"2025-04-15 21:45:57"
89			7606207943			"авто"			"2025-04-15 21:47:18"
90			7606207943			"авто"			"2025-04-15 21:48:59"
91			7606207943			"сов"			"2025-04-15 21:49:39"
92			7606207943			"кот"			"2025-04-15 21:50:35"
93			7606207943			"авто"			"2025-04-15 22:16:24"
94			7606207943			"Роса"			"2025-04-15 23:49:40"
95			7606207943			"Роса"			"2025-04-15 23:49:44"
96			7606207943			"Прро"			"2025-04-16 01:17:29"
97			7606207943			"Кот"			"2025-04-16 01:18:07"
98			7606207943			"Слон"			"2025-04-16 01:18:21"
99			7606207943			"Слон"			"2025-04-16 01:21:03"
100			7606207943			"Слон"			"2025-04-16 01:22:48"
101			7606207943			"Крот"			"2025-04-16 01:23:15"
102			7606207943			"Март"			"2025-04-16 01:23:24"
103			7606207943			"Сова"			"2025-04-16 01:23:28"
104			7606207943			"слон"			"2025-04-16 18:33:23"
105			7606207943			"слон"			"2025-04-16 18:36:33"
106			7606207943			"кот"			"2025-04-16 18:37:47"
107			7606207943			"слон"			"2025-04-16 20:02:07"
108			7606207943			"Сова"			"2025-04-17 14:15:59"
109			7606207943			"Корова"			"2025-04-17 14:16:06"
110			7606207943			"Говно"			"2025-04-17 14:16:17"
111			7606207943			"Дерьмо"			"2025-04-17 14:16:28"
112			7606207943			"Авто"			"2025-04-17 14:17:02"
